Map Name,# Tris,# Spheres,# Lights,Max Ray bounces,Render mode,Phi (l/r) (radians),Theta (u/d) (radians),Field of View (°),Position (x y z),Render time (ms),Width (px),Height (px),# Threads,Acceleration Method,Max splitting depth,Structure build time (ms),Accel Int Param,Accel Float Param,,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,203,512,512,256,Surface area heuristic (SAH),32,8111,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,202,512,512,256,Surface area heuristic (SAH),32,9937,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,219,512,512,256,Surface area heuristic (SAH),32,9830,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,213,512,512,256,Surface area heuristic (SAH),32,9803,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,215,512,512,256,Surface area heuristic (SAH),32,9764,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,46802,512,512,256,Voxel Grid,2,0,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,48633,512,512,256,Voxel Grid,2,1,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,48059,512,512,256,Voxel Grid,2,1,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,46179,512,512,256,Voxel Grid,2,1,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,46063,512,512,256,Voxel Grid,2,1,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,15705,512,512,256,Voxel Grid,4,3,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,15438,512,512,256,Voxel Grid,4,3,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,15657,512,512,256,Voxel Grid,4,3,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,15342,512,512,256,Voxel Grid,4,3,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,15666,512,512,256,Voxel Grid,4,4,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,6487,512,512,256,Voxel Grid,8,32,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,6488,512,512,256,Voxel Grid,8,31,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,6564,512,512,256,Voxel Grid,8,32,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,6535,512,512,256,Voxel Grid,8,32,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,6588,512,512,256,Voxel Grid,8,32,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1898,512,512,256,Voxel Grid,16,255,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1899,512,512,256,Voxel Grid,16,256,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1854,512,512,256,Voxel Grid,16,258,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1849,512,512,256,Voxel Grid,16,258,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1832,512,512,256,Voxel Grid,16,255,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1437,512,512,256,Voxel Grid,32,2113,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1456,512,512,256,Voxel Grid,32,2121,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1479,512,512,256,Voxel Grid,32,2114,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1392,512,512,256,Voxel Grid,32,2198,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,1480,512,512,256,Voxel Grid,32,2135,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,9723,512,512,256,Voxel Grid,64,16915,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,9823,512,512,256,Voxel Grid,64,17400,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,9611,512,512,256,Voxel Grid,64,17602,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,9486,512,512,256,Voxel Grid,64,16921,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,9767,512,512,256,Voxel Grid,64,17431,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,35038,512,512,256,Voxel Grid,128,142946,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,35277,512,512,256,Voxel Grid,128,136698,2,1.5,
bench/bunny/m/20k.map,20116,0,2,15,Lighting w/ Phong Specular,0,0,60,0 -0.9 0,34969,512,512,256,Voxel Grid,128,151647,2,1.5,
